title,price,address,area,bedrooms,bathrooms,parking,stratum,property_type,operation,amenities,contact,property_url,images
"Apartamento en venta en santa barbara central, bogotá",,,100 m²,3,2.0,,5,Apartamento,VENTA,Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-central-bogota/192883165,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac60d6ea7c_infocdn__101419-1-1752372149jpg.jpg
"Apartamento en venta en santa ana occidental, bogotá",$748,,132 m²,,3.0,,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-ana-occidental-bogota/192886377,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb56ebb4413_infocdn__tnnrx8qgacicattfq2ljx8pyir5cqeuaz9zrpe8ujpg.jpg
"Apartamento en venta en santa ana occidental, bogotá",$748,,132 m²,,3.0,,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-ana-occidental-bogota/192886377,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb56ebb4413_infocdn__tnnrx8qgacicattfq2ljx8pyir5cqeuaz9zrpe8ujpg.jpg
"Apartamento en venta en santa paula, bogotá",,,138 m²,3,3.0,2,,Apartamento,VENTA,,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192891938,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd5c1d6dc79_infocdn__gr1832431320250919082438jpg.jpg
"Apartamento en venta en santa paula, bogotá",,,138 m²,3,3.0,2,,Apartamento,VENTA,,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192891938,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd5c1d6dc79_infocdn__gr1832431320250919082438jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,115 m²,3,3.0,2,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192870821,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c752ff601ff_infocdn__hcbfuhwfvpqykfm36wpomylrvcbxbffv0jhylbrzjpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,115 m²,3,3.0,2,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192870821,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c752ff601ff_infocdn__hcbfuhwfvpqykfm36wpomylrvcbxbffv0jhylbrzjpg.jpg
"Apartamento en venta en puente largo, bogotá",,,126 m²,,3.0,1,,Apartamento,VENTA,Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192881003,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68caff91a2e8f_infocdn__714503500-1-1758056693jpg.jpg
"Apartamento en venta en puente largo, bogotá",,,126 m²,,3.0,1,,Apartamento,VENTA,Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192881003,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68caff91a2e8f_infocdn__714503500-1-1758056693jpg.jpg
"Apartamento en venta en puente largo, bogotá",,,18 m²,2,2.0,2,,Apartamento,VENTA,Balcón; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192882816,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cab26667cb2_infocdn__oaakshnqezpi9tdit2urke5xliujt0motljs7nefjpg.jpg
"Apartamento en venta en puente largo, bogotá",,,18 m²,2,2.0,2,,Apartamento,VENTA,Balcón; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192882816,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cab26667cb2_infocdn__oaakshnqezpi9tdit2urke5xliujt0motljs7nefjpg.jpg
"Apartamento en arriendo en robledo, medellín",,,50 m²,2,2.0,,,Apartamento,ARRIENDO,Ascensor; Parqueadero; Closet,3044328635,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192894658,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdeed39ba46_infocdn__lcfmsu0r33nzeaiivnuvymp28jtl3kbshlqdsy5rjpg.jpg
"Apartamento en arriendo en robledo, medellín",,,50 m²,2,2.0,,,Apartamento,ARRIENDO,Ascensor; Parqueadero; Closet,3044328635,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192894658,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdeed39ba46_infocdn__lcfmsu0r33nzeaiivnuvymp28jtl3kbshlqdsy5rjpg.jpg
"Apartamento en arriendo en campo valdes no.1, medellín",,,55 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-campo-valdes-no1-medellin/192887812,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc12dc7f180_infocdn__800x600-whatsapp-image-2025-09-17-at-10-26-38-amjpeg.jpeg
"Apartamento en arriendo en campo valdes no.1, medellín",,,55 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-campo-valdes-no1-medellin/192887812,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc12dc7f180_infocdn__800x600-whatsapp-image-2025-09-17-at-10-26-38-amjpeg.jpeg
"Apartamento en arriendo en guayaquil, medellín",,,50 m²,,2.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-guayaquil-medellin/192894348,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cde1a19035b_infocdn__800x600-19-amjpeg.jpeg
"Apartamento en arriendo en guayaquil, medellín",,,50 m²,,2.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-guayaquil-medellin/192894348,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cde1a19035b_infocdn__800x600-19-amjpeg.jpeg
"Apartamento en arriendo en belen las playas, medellín",,,40 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-las-playas-medellin/192873609,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c85d8b7e06a_infocdn__68e0b50b-ab03-4716-be76-9084e59d5703.jpeg
"Apartamento en arriendo en belen las playas, medellín",,,40 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-las-playas-medellin/192873609,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c85d8b7e06a_infocdn__68e0b50b-ab03-4716-be76-9084e59d5703.jpeg
"Apartamento en arriendo en laureles, medellín",$1.300.000,,46 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Balcón,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-laureles-medellin/192885001,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb1813ddecc_infocdn__3543f891-2fd8-441e-bfd7-052ebb1ead06.jpeg
"Apartamento en arriendo en laureles, medellín",$1.300.000,,46 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Balcón,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-laureles-medellin/192885001,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb1813ddecc_infocdn__3543f891-2fd8-441e-bfd7-052ebb1ead06.jpeg
"Apartamento en arriendo en san antonio de prado, medellín",,,45 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889633,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb77a8eb4a_infocdn__61985-1-1758223359-1jpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,45 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889633,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb77a8eb4a_infocdn__61985-1-1758223359-1jpg.jpg
"Apartamento en arriendo en calasanz, medellín",$1.350.000,,55 m²,2,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-calasanz-medellin/192877768,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9882dacf8d_infocdn__sb9oy42lau74vgmao9gnkx97rv9gjce7yrj5mjyajpg.jpg
"Apartamento en arriendo en calasanz, medellín",$1.350.000,,55 m²,2,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-calasanz-medellin/192877768,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9882dacf8d_infocdn__sb9oy42lau74vgmao9gnkx97rv9gjce7yrj5mjyajpg.jpg
Apartamento en arriendo en medellín,,,46 m²,,1.0,,3,Apartamento,ARRIENDO,Ascensor; Balcón; Piscina; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-medellin/192885809,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb3ede63014_infocdn__gr-arriendo-robledo-a-500-metros-1758148958-5535-5549jpeg.jpeg
Apartamento en arriendo en medellín,,,46 m²,,1.0,,3,Apartamento,ARRIENDO,Ascensor; Balcón; Piscina; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-medellin/192885809,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb3ede63014_infocdn__gr-arriendo-robledo-a-500-metros-1758148958-5535-5549jpeg.jpeg
"Apartamento en arriendo en villa hermosa, medellín",,,45 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,300 207 4401,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-hermosa-medellin/192883068,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac2769d02d_infocdn__62046-1-1758118361-1jpg.jpg
"Apartamento en arriendo en villa hermosa, medellín",,,45 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,300 207 4401,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-hermosa-medellin/192883068,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac2769d02d_infocdn__62046-1-1758118361-1jpg.jpg
"Apartamento en arriendo en cucaracho, medellín",,,45 m²,3,1.0,,,Apartamento,ARRIENDO,,604 4752340,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cucaracho-medellin/192881142,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cada1065069_infocdn__1ed6c608-2567-489d-9916-43a906e1a03b.jpeg
"Apartamento en arriendo en cucaracho, medellín",,,45 m²,3,1.0,,,Apartamento,ARRIENDO,,604 4752340,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cucaracho-medellin/192881142,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cada1065069_infocdn__1ed6c608-2567-489d-9916-43a906e1a03b.jpeg
Casa en arriendo en medellín,,,40 m²,2,1.0,,,Apartamento,ARRIENDO,Parqueadero,,https://www.fincaraiz.com.co/casa-en-arriendo-en-medellin/192875041,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc2d2ceba0_infocdn__70602f2jpeg.jpeg
Casa en arriendo en medellín,,,40 m²,2,1.0,,,Apartamento,ARRIENDO,Parqueadero,,https://www.fincaraiz.com.co/casa-en-arriendo-en-medellin/192875041,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc2d2ceba0_infocdn__70602f2jpeg.jpeg
"Apartamento en arriendo en robledo, medellín",,,47 m²,3,1.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Vigilancia; Parqueadero; Closet,3105064343,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192885415,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb2758bf567_infocdn__62097-1-1758144102-1jpg.jpg
"Apartamento en arriendo en robledo, medellín",,,47 m²,3,1.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Vigilancia; Parqueadero; Closet,3105064343,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192885415,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb2758bf567_infocdn__62097-1-1758144102-1jpg.jpg
"Apartamento en arriendo en robledo, medellín",,,55 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Piscina; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192893840,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb5fb7d97f_infocdn__jippgxkxucwyfpd8kmttmmbcwqa3kagyp7jsw0szjpg.jpg
"Apartamento en arriendo en robledo, medellín",,,55 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Piscina; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192893840,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb5fb7d97f_infocdn__jippgxkxucwyfpd8kmttmmbcwqa3kagyp7jsw0szjpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,45 m²,3,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889904,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc680d7388e_infocdn__62100-1-1758225569-1jpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,45 m²,3,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889904,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc680d7388e_infocdn__62100-1-1758225569-1jpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,55 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889954,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc67a6a8652_infocdn__ld879woj7qabixnlihe64za6qwhzyhrvyjyxzfhkjpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,55 m²,,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192889954,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc67a6a8652_infocdn__ld879woj7qabixnlihe64za6qwhzyhrvyjyxzfhkjpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,42 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192877015,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c96d771395c_infocdn__gr787551020250826084730jpg.jpg
"Apartamento en arriendo en san antonio de prado, medellín",,,42 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-prado-medellin/192877015,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c96d771395c_infocdn__gr787551020250826084730jpg.jpg
"Apartamento en arriendo en robledo, medellín",,,45 m²,3,2.0,,,Apartamento,ARRIENDO,Balcón; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192894355,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcfe1dc189_infocdn__sw7juzsoto7ov00hf1gjaavzmrqtrn3ulclxodeojpg.jpg
"Apartamento en arriendo en robledo, medellín",,,45 m²,3,2.0,,,Apartamento,ARRIENDO,Balcón; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192894355,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcfe1dc189_infocdn__sw7juzsoto7ov00hf1gjaavzmrqtrn3ulclxodeojpg.jpg
"Apartamento en arriendo en san javier, medellín",,,54 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,320 5003585,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-javier-medellin/192890264,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6f5140ad8_infocdn__24119-1-1758228034-1jpg.jpg
"Apartamento en arriendo en san javier, medellín",,,54 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,320 5003585,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-javier-medellin/192890264,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6f5140ad8_infocdn__24119-1-1758228034-1jpg.jpg
"Apartamento en arriendo en villa hermosa, medellín",,,60 m²,3,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-hermosa-medellin/192893825,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb64ec282c_infocdn__62140-1-1758311657-1jpg.jpg
"Apartamento en arriendo en villa hermosa, medellín",,,60 m²,3,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-hermosa-medellin/192893825,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdb64ec282c_infocdn__62140-1-1758311657-1jpg.jpg
"Apartamento en arriendo en belén los alpes, medellín",,,50 m²,,1.0,,3,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-los-alpes-medellin/192885379,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd702b926cd_infocdn__foto-32979-890918082-6327949729-ssjpg.jpg
"Apartamento en arriendo en belén los alpes, medellín",,,50 m²,,1.0,,3,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-los-alpes-medellin/192885379,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd702b926cd_infocdn__foto-32979-890918082-6327949729-ssjpg.jpg
"Apartamento en arriendo en san javier, medellín",,,48 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-javier-medellin/192883008,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac03f412a4_infocdn__foto-104361-901208722-2360442588-ssjpg.jpg
"Apartamento en arriendo en san javier, medellín",,,48 m²,2,1.0,,,Apartamento,ARRIENDO,Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-javier-medellin/192883008,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac03f412a4_infocdn__foto-104361-901208722-2360442588-ssjpg.jpg
